ENSG00000167578.11
ENSG00000260418.1
ENSG00000215039.2
ENSG00000135472.3
ENSG00000072042.8
ENSG00000136960.7
ENSG00000015676.12
ENSG00000150672.12
ENSG00000100280.12
ENSG00000107281.5
ENSG00000161265.8
ENSG00000257151.1
ENSG00000179115.6
ENSG00000087258.9
ENSG00000148826.6
ENSG00000019582.10
ENSG00000108344.10
ENSG00000137216.13
ENSG00000198612.6
ENSG00000130005.7
ENSG00000154917.6
ENSG00000100949.10
ENSG00000126583.6
ENSG00000184117.7
ENSG00000134809.4
ENSG00000140416.14
ENSG00000169100.7
ENSG00000174917.4
ENSG00000215021.3
ENSG00000102226.4
ENSG00000113763.6
ENSG00000141759.10
ENSG00000141258.7
ENSG00000146963.10
ENSG00000103316.6
ENSG00000196230.8
ENSG00000108622.6
ENSG00000223572.5
ENSG00000234545.3
ENSG00000188599.12
ENSG00000096384.14
ENSG00000139433.4
ENSG00000170315.8
ENSG00000147416.6
ENSG00000185187.7
ENSG00000088808.12
ENSG00000166913.8
ENSG00000157954.10
ENSG00000172803.13
ENSG00000130956.9
ENSG00000164111.9
ENSG00000101187.11
ENSG00000172824.10
ENSG00000105393.10
ENSG00000125970.7
ENSG00000130764.5
ENSG00000157782.5
ENSG00000075043.12
ENSG00000089169.9
ENSG00000181991.11
ENSG00000166908.13
ENSG00000179292.4
ENSG00000073670.9
ENSG00000134590.9
ENSG00000114544.11
ENSG00000161204.7
ENSG00000162909.13
ENSG00000242372.2
ENSG00000253719.2
ENSG00000151502.5
ENSG00000105419.11
ENSG00000115073.5
ENSG00000104522.11
ENSG00000140740.6
ENSG00000069424.9
ENSG00000143256.4
ENSG00000160145.10
ENSG00000113578.13
ENSG00000096080.7
ENSG00000154582.11
ENSG00000221890.2
ENSG00000062485.13
ENSG00000198961.5
ENSG00000169116.7
ENSG00000014824.8
ENSG00000130414.7
ENSG00000117480.11
ENSG00000138175.7
ENSG00000260415.1
ENSG00000099364.12
ENSG00000170091.6
ENSG00000126461.9
ENSG00000197932.3
ENSG00000186162.6
ENSG00000135624.10
ENSG00000121905.5
ENSG00000258441.1
ENSG00000188536.8
ENSG00000234741.2
ENSG00000171858.12
ENSG00000183828.9
ENSG00000159363.13
ENSG00000148925.5
ENSG00000198934.3
ENSG00000165916.3
ENSG00000204851.4
ENSG00000145864.8
ENSG00000131370.11
ENSG00000146005.3
ENSG00000109971.8
ENSG00000175866.10
ENSG00000172775.12
ENSG00000184164.10
ENSG00000013297.5
ENSG00000184867.9
ENSG00000068912.9
ENSG00000143158.6
ENSG00000104723.15
ENSG00000099308.4
ENSG00000099956.13
ENSG00000111726.8
ENSG00000115234.6
ENSG00000130702.9
ENSG00000126351.8
ENSG00000018236.9
ENSG00000167645.12
ENSG00000143740.9
ENSG00000164176.8
ENSG00000101421.3
ENSG00000105655.11
ENSG00000174516.10
ENSG00000227057.2
ENSG00000108947.4
ENSG00000149091.10
ENSG00000189159.10
ENSG00000125734.8
ENSG00000105364.9
ENSG00000008382.10
ENSG00000244038.2
ENSG00000168066.16
ENSG00000166501.8
ENSG00000171604.7
ENSG00000188573.6
ENSG00000135821.11
ENSG00000007168.6
ENSG00000088992.13
ENSG00000151690.10
ENSG00000198727.2
ENSG00000015592.12
ENSG00000183773.10
ENSG00000105887.10
ENSG00000171450.4
ENSG00000165169.6
ENSG00000111640.9
ENSG00000184983.4
ENSG00000196776.10
ENSG00000141644.13
ENSG00000138279.10
ENSG00000137207.6
ENSG00000099365.5
ENSG00000127561.9
ENSG00000167881.9
ENSG00000154975.9
ENSG00000082397.11
ENSG00000181222.10
ENSG00000006210.6
ENSG00000113575.5
ENSG00000101363.8
ENSG00000130540.9
ENSG00000142686.7
ENSG00000155093.13
ENSG00000100417.7
ENSG00000134986.9
ENSG00000156298.8
ENSG00000102317.13
ENSG00000102409.9
ENSG00000184009.4
ENSG00000159176.9
ENSG00000161091.8
ENSG00000151779.8
ENSG00000115274.10
ENSG00000136938.7
ENSG00000172757.7
ENSG00000198892.6
ENSG00000113108.13
ENSG00000059691.7
ENSG00000079246.11
ENSG00000176903.3
ENSG00000114923.12
ENSG00000137267.5
ENSG00000168002.7
ENSG00000124140.7
ENSG00000138698.9
ENSG00000053438.7
ENSG00000011485.8
ENSG00000110514.14
ENSG00000077080.5
ENSG00000069329.11
ENSG00000167792.7
ENSG00000129636.8
ENSG00000103174.7
ENSG00000095059.10
ENSG00000127603.18
ENSG00000204065.2
ENSG00000167699.9
ENSG00000065427.10
ENSG00000165023.5
ENSG00000171388.9
ENSG00000204619.3
ENSG00000167615.12
ENSG00000162188.5
ENSG00000084444.9
ENSG00000126945.8
ENSG00000138078.11
ENSG00000135778.6
ENSG00000182013.12
ENSG00000135127.7
ENSG00000198932.7
ENSG00000072832.9
ENSG00000153914.11
ENSG00000122873.6
ENSG00000232859.4
ENSG00000175582.13
ENSG00000173898.7
ENSG00000198752.5
ENSG00000166348.12
ENSG00000100554.7
ENSG00000165152.4
ENSG00000172995.12
ENSG00000063660.4
ENSG00000114784.3
ENSG00000180900.12
ENSG00000148334.9
ENSG00000143742.8
ENSG00000177875.3
ENSG00000133606.6
ENSG00000185658.9
ENSG00000067225.12
ENSG00000103502.9
ENSG00000117906.9
ENSG00000221968.4
ENSG00000184113.8
ENSG00000131242.11
ENSG00000166313.12
ENSG00000177700.5
ENSG00000171951.4
ENSG00000134308.9
ENSG00000128245.9
ENSG00000136002.12
ENSG00000108924.7
ENSG00000008128.16
ENSG00000101843.14
ENSG00000092094.5
ENSG00000138107.6
ENSG00000198925.6
ENSG00000074201.3
ENSG00000233404.2
ENSG00000165119.12
ENSG00000134248.8
ENSG00000127585.7
ENSG00000160200.13
ENSG00000130725.2
ENSG00000126803.8
ENSG00000101210.6
ENSG00000138757.10
ENSG00000112851.10
ENSG00000168291.8
ENSG00000023734.6
ENSG00000132361.10
ENSG00000249915.2
ENSG00000143575.10
ENSG00000172348.10
ENSG00000166136.10
ENSG00000092098.11
ENSG00000164985.9
ENSG00000089199.5
ENSG00000124570.12
ENSG00000114902.8
ENSG00000165678.14
ENSG00000171368.10
ENSG00000162545.5
ENSG00000177133.5
ENSG00000132541.5
ENSG00000061918.8
ENSG00000183741.7
ENSG00000147642.12
ENSG00000106976.13
ENSG00000119950.15
ENSG00000146278.10
ENSG00000136950.9
ENSG00000158186.8
ENSG00000146731.6
ENSG00000171703.12
ENSG00000241468.3
ENSG00000116254.12
ENSG00000188021.7
ENSG00000100028.7
ENSG00000097021.14
ENSG00000172379.14
ENSG00000104870.7
ENSG00000173812.5
ENSG00000171476.16
ENSG00000160714.5
ENSG00000139112.6
ENSG00000196104.6
ENSG00000010017.9
ENSG00000198959.6
ENSG00000180155.14
ENSG00000186010.10
ENSG00000185022.7
ENSG00000132305.16
ENSG00000070214.10
ENSG00000179950.9
ENSG00000144021.2
ENSG00000154945.6
ENSG00000182901.11
ENSG00000164951.11
ENSG00000091483.6
ENSG00000152556.11
ENSG00000131408.8
ENSG00000157005.3
ENSG00000133142.13
ENSG00000160862.8
ENSG00000158526.7
ENSG00000197457.5
ENSG00000150867.8
ENSG00000131067.12
ENSG00000128989.5
ENSG00000186487.12
ENSG00000125835.13
ENSG00000203812.2
ENSG00000116649.5
ENSG00000105723.7
ENSG00000119318.8
ENSG00000198356.7
ENSG00000115414.14
ENSG00000184047.11
ENSG00000197157.6
ENSG00000139182.9
ENSG00000011295.9
ENSG00000220205.4
ENSG00000141447.12
ENSG00000100897.13
ENSG00000179456.9
ENSG00000175662.13
ENSG00000087085.9
ENSG00000130429.7
ENSG00000227053.1
ENSG00000141349.4
ENSG00000006071.7
ENSG00000112146.10
ENSG00000119185.8
ENSG00000143590.9
ENSG00000146535.8
ENSG00000107829.8
ENSG00000187244.5
ENSG00000134779.9
ENSG00000134287.4
ENSG00000111897.5
ENSG00000167535.3
ENSG00000110200.4
ENSG00000100884.5
ENSG00000159784.13
ENSG00000197694.9
ENSG00000184221.8
ENSG00000119729.6
ENSG00000070761.3
ENSG00000060237.12
ENSG00000166685.6
ENSG00000105270.9
ENSG00000100983.5
ENSG00000188191.9
ENSG00000078018.15
ENSG00000126602.6
ENSG00000176788.6
ENSG00000145022.4
ENSG00000239672.3
ENSG00000126247.5
ENSG00000122733.9
ENSG00000239857.1
ENSG00000149084.7
ENSG00000181789.10
ENSG00000144746.6
ENSG00000104613.6
ENSG00000105696.3
ENSG00000213465.3
ENSG00000116857.11
ENSG00000136888.6
ENSG00000008056.8
ENSG00000124767.5
ENSG00000105443.8
ENSG00000142168.10
ENSG00000156642.12
ENSG00000100823.6
ENSG00000258947.2
ENSG00000163956.6
ENSG00000115694.10
ENSG00000101460.8
ENSG00000160801.9
ENSG00000155096.8
ENSG00000135919.8
ENSG00000095139.7
ENSG00000136156.7
ENSG00000164828.13
ENSG00000128928.4
ENSG00000125818.11
ENSG00000106603.12
ENSG00000164076.12
ENSG00000092820.13
ENSG00000105669.7
ENSG00000164081.8
ENSG00000156411.5
ENSG00000147669.6
ENSG00000182902.8
ENSG00000104388.10
ENSG00000114405.6
ENSG00000104518.6
ENSG00000198689.5
ENSG00000070669.12
ENSG00000205560.8
ENSG00000177239.9
ENSG00000185627.13
ENSG00000142227.5
ENSG00000100908.9
ENSG00000237190.3
ENSG00000121413.7
ENSG00000174514.8
ENSG00000236901.2
ENSG00000108349.9
ENSG00000164885.8
ENSG00000174943.5
ENSG00000106153.12
ENSG00000108641.10
ENSG00000198763.3
ENSG00000130638.11
ENSG00000131779.6
ENSG00000104824.9
ENSG00000131174.4
ENSG00000114573.5
ENSG00000105245.4
ENSG00000013441.11
ENSG00000112335.10
ENSG00000142408.2
ENSG00000166793.6
ENSG00000198804.2
ENSG00000170899.6
ENSG00000174684.6
ENSG00000077348.3
ENSG00000101474.7
ENSG00000176871.4
ENSG00000155463.7
ENSG00000204071.5
ENSG00000162755.9
ENSG00000168159.7
ENSG00000213593.5
ENSG00000181019.8
ENSG00000135454.8
ENSG00000176095.7
ENSG00000103423.9
ENSG00000166794.4
ENSG00000133026.8
ENSG00000160570.8
ENSG00000121900.12
ENSG00000137547.4
ENSG00000137409.13
ENSG00000057757.5
ENSG00000109339.14
ENSG00000115525.12
ENSG00000138311.11
ENSG00000146701.6
ENSG00000166922.4
ENSG00000111481.5
ENSG00000169062.9
ENSG00000124422.7
ENSG00000103154.5
ENSG00000141873.6
ENSG00000205544.3
ENSG00000108561.4
ENSG00000178719.12
ENSG00000158604.10
ENSG00000147403.12
ENSG00000163866.8
ENSG00000184672.7
ENSG00000197535.10
ENSG00000114770.12
ENSG00000130477.9
ENSG00000107372.8
ENSG00000074211.9
ENSG00000168539.3
ENSG00000167614.8
ENSG00000017483.10
ENSG00000185774.9
ENSG00000106290.10
ENSG00000117640.13
ENSG00000166770.5
ENSG00000006125.12
ENSG00000111832.8
ENSG00000105220.9
ENSG00000132522.10
ENSG00000173992.4
ENSG00000163170.7
ENSG00000080503.14
ENSG00000163630.6
ENSG00000244187.2
ENSG00000182809.6
ENSG00000163013.6
ENSG00000148690.10
ENSG00000139625.8
ENSG00000113387.7
ENSG00000126457.16
ENSG00000129990.9
ENSG00000158109.9
ENSG00000123143.8
ENSG00000128309.12
ENSG00000075624.9
ENSG00000196961.7
ENSG00000008735.10
ENSG00000248487.4
ENSG00000108523.11
ENSG00000164054.11
ENSG00000132589.10
ENSG00000178381.7
ENSG00000256309.1
ENSG00000126768.7
ENSG00000100221.6
ENSG00000163634.7
ENSG00000174238.10
ENSG00000107959.10
ENSG00000077549.12
ENSG00000006116.3
ENSG00000135720.8
ENSG00000067057.11
ENSG00000163536.7
ENSG00000139200.8
ENSG00000169139.6
ENSG00000149809.10
ENSG00000173511.5
ENSG00000064687.8
ENSG00000157693.10
ENSG00000155368.12
ENSG00000130813.13
ENSG00000260032.1
ENSG00000117419.10
ENSG00000171206.7
ENSG00000105429.7
ENSG00000157064.6
ENSG00000161203.9
ENSG00000064961.14
ENSG00000102978.8
ENSG00000131669.5
ENSG00000142235.3
ENSG00000116106.7
ENSG00000167654.12
ENSG00000126088.8
ENSG00000109756.4
ENSG00000158747.9
ENSG00000160209.12
ENSG00000133816.9
ENSG00000086504.10
ENSG00000132341.5
ENSG00000125505.10
ENSG00000196950.9
ENSG00000128463.7
ENSG00000178896.6
ENSG00000135519.5
ENSG00000179832.13
ENSG00000149313.6
ENSG00000127884.4
ENSG00000165092.8
ENSG00000067445.15
ENSG00000155097.7
ENSG00000174886.8
ENSG00000221946.3
ENSG00000167191.7
ENSG00000198363.10
ENSG00000117525.9
ENSG00000181163.9
ENSG00000100412.11
ENSG00000154118.8
ENSG00000131238.10
ENSG00000184277.8
ENSG00000159685.6
ENSG00000187601.3
ENSG00000136143.8
ENSG00000198830.6
ENSG00000105516.5
ENSG00000206172.4
ENSG00000058335.10
ENSG00000120129.5
ENSG00000231312.2
ENSG00000176840.7
ENSG00000160710.11
ENSG00000106537.7
ENSG00000117632.16
ENSG00000185813.4
ENSG00000065609.9
ENSG00000149179.8
ENSG00000099341.6
ENSG00000206145.4
ENSG00000169957.8
ENSG00000177542.6
ENSG00000186907.3
ENSG00000116120.8
ENSG00000104863.5
ENSG00000104853.11
ENSG00000214517.4
ENSG00000135750.10
ENSG00000131899.6
ENSG00000154027.14
ENSG00000078369.10
ENSG00000108639.3
ENSG00000011426.6
ENSG00000170759.10
ENSG00000130723.13
ENSG00000137776.12
ENSG00000196419.7
ENSG00000141540.6
ENSG00000151366.8
ENSG00000126950.7
ENSG00000183978.7
ENSG00000104888.4
ENSG00000148798.5
ENSG00000124507.5
ENSG00000137210.7
ENSG00000184110.10
ENSG00000075415.8
ENSG00000114956.15
ENSG00000109738.6
ENSG00000245910.2
ENSG00000260230.1
ENSG00000104859.10
ENSG00000122862.4
ENSG00000105254.6
ENSG00000114023.11
ENSG00000107295.8
ENSG00000125821.7
ENSG00000003249.8
ENSG00000183020.8
ENSG00000137710.10
ENSG00000103811.11
ENSG00000175216.9
ENSG00000183092.11
ENSG00000143545.4
ENSG00000100243.15
ENSG00000077522.8
ENSG00000132329.6
ENSG00000059915.11
ENSG00000126878.8
ENSG00000165283.10
ENSG00000100997.13
ENSG00000116161.13
ENSG00000102760.12
ENSG00000126368.5
ENSG00000198408.7
ENSG00000136810.8
ENSG00000170540.10
ENSG00000166848.4
ENSG00000123064.8
ENSG00000240694.3
ENSG00000014641.13
ENSG00000107679.9
ENSG00000040608.9
ENSG00000198728.6
ENSG00000204681.5
ENSG00000167363.9
ENSG00000175166.12
ENSG00000050748.12
ENSG00000127220.4
ENSG00000072954.1
ENSG00000117410.9
ENSG00000114993.11
ENSG00000177733.4
ENSG00000087095.8
ENSG00000048991.12
ENSG00000233705.2
ENSG00000197747.4
ENSG00000104915.10
ENSG00000259796.1
ENSG00000168280.12
ENSG00000154277.8
ENSG00000134108.8
ENSG00000164091.7
ENSG00000066322.7
ENSG00000142230.6
ENSG00000083642.14
ENSG00000090539.11
ENSG00000175203.10
ENSG00000198053.7
ENSG00000141905.13
ENSG00000186642.9
ENSG00000141560.9
ENSG00000187189.9
ENSG00000165629.14
ENSG00000130724.3
ENSG00000108848.10
ENSG00000176749.4
ENSG00000166228.4
ENSG00000108272.9
ENSG00000080845.12
ENSG00000196235.8
ENSG00000213930.6
ENSG00000160285.9
ENSG00000168546.5
ENSG00000241360.1
ENSG00000005955.8
ENSG00000157916.13
ENSG00000172020.8
ENSG00000010322.11
ENSG00000089847.7
ENSG00000007516.9
ENSG00000175264.3
ENSG00000100138.9
ENSG00000005893.11
ENSG00000163466.11
ENSG00000105700.5
ENSG00000182492.10
ENSG00000102804.9
ENSG00000183458.8
ENSG00000255302.2
ENSG00000169093.10
ENSG00000138071.9
ENSG00000116353.9
ENSG00000100307.8
ENSG00000183715.9
ENSG00000132507.13
ENSG00000116560.6
ENSG00000142910.10
ENSG00000260001.1
ENSG00000087087.14
ENSG00000128951.8
ENSG00000106665.11
ENSG00000175874.4
ENSG00000164434.7
ENSG00000071553.12
ENSG00000077097.9
ENSG00000171130.12
ENSG00000183207.7
ENSG00000105438.3
ENSG00000119383.15
ENSG00000182310.7
ENSG00000143106.8
ENSG00000183963.13
ENSG00000175931.8
ENSG00000130522.3
ENSG00000141367.6
ENSG00000104904.6
ENSG00000151500.9
ENSG00000105605.3
ENSG00000099917.13
ENSG00000185883.5
ENSG00000138430.11
ENSG00000112972.10
ENSG00000005379.11
ENSG00000084070.6
ENSG00000125534.4
ENSG00000183837.8
ENSG00000181418.7
ENSG00000073969.13
ENSG00000136928.4
ENSG00000130822.10
ENSG00000123472.8
ENSG00000065054.8
ENSG00000128524.4
ENSG00000139180.5
ENSG00000084731.9
ENSG00000074317.6
ENSG00000071054.10
ENSG00000169230.5
ENSG00000120265.12
ENSG00000111540.10
ENSG00000149582.10
ENSG00000165943.4
ENSG00000100519.6
ENSG00000169764.10
ENSG00000120509.6
ENSG00000171772.10
ENSG00000108106.9
ENSG00000067836.8
ENSG00000136718.5
ENSG00000198794.7
ENSG00000156011.12
ENSG00000148180.10
ENSG00000204435.8
ENSG00000159409.10
ENSG00000111237.12
ENSG00000022355.10
ENSG00000010404.13
ENSG00000186106.7
ENSG00000151967.14
ENSG00000173581.3
ENSG00000005882.6
ENSG00000198157.6
ENSG00000179304.12
ENSG00000198668.6
ENSG00000198954.4
ENSG00000213977.3
ENSG00000119655.4
ENSG00000135423.8
ENSG00000142657.16
ENSG00000078902.11
ENSG00000167552.8
ENSG00000241553.5
ENSG00000022267.12
ENSG00000099246.11
ENSG00000103512.10
ENSG00000115226.5
ENSG00000089486.11
ENSG00000133318.9
ENSG00000106624.4
ENSG00000021300.7
ENSG00000180879.8
ENSG00000164880.11
ENSG00000057608.11
ENSG00000040341.13
ENSG00000213672.3
ENSG00000130643.4
ENSG00000181852.12
ENSG00000102144.9
ENSG00000132463.9
ENSG00000165637.9
ENSG00000104435.8
ENSG00000184481.11
ENSG00000251562.3
ENSG00000221978.7
ENSG00000047249.11
ENSG00000198208.6
ENSG00000100567.8
ENSG00000108509.15
ENSG00000085433.11
ENSG00000238035.2
ENSG00000157087.12
ENSG00000167074.9
ENSG00000185800.5
ENSG00000141668.5
ENSG00000066136.14
ENSG00000149269.5
ENSG00000134440.7
ENSG00000114631.10
ENSG00000100234.10
ENSG00000136279.13
ENSG00000182534.9
ENSG00000078053.12
ENSG00000102172.11
ENSG00000110675.8
ENSG00000100146.12
ENSG00000253368.3
ENSG00000100284.14
ENSG00000160255.12
ENSG00000258315.1
ENSG00000147649.5
ENSG00000100632.6
ENSG00000166091.15
ENSG00000130204.8
ENSG00000154096.9
ENSG00000130520.3
ENSG00000204789.3
ENSG00000175287.14
ENSG00000108352.6
ENSG00000115944.9
ENSG00000128654.9
ENSG00000255112.2
ENSG00000161642.13
ENSG00000203879.7
ENSG00000154146.6
ENSG00000197106.5
ENSG00000185122.5
ENSG00000171224.7
ENSG00000197885.6
ENSG00000125651.8
ENSG00000232112.3
ENSG00000168309.12
ENSG00000138069.12
ENSG00000116586.7
ENSG00000169715.10
ENSG00000115216.9
ENSG00000151465.7
ENSG00000186297.7
ENSG00000120899.13
ENSG00000165424.6
ENSG00000186469.4
ENSG00000185163.5
ENSG00000101161.6
ENSG00000079337.10
ENSG00000115468.7
ENSG00000184905.4
ENSG00000198355.4
ENSG00000204314.6
ENSG00000154832.10
ENSG00000033867.12
ENSG00000155256.12
ENSG00000178188.10
ENSG00000163995.14
ENSG00000108799.8
ENSG00000143847.10
ENSG00000250479.3
ENSG00000165280.11
ENSG00000205358.3
ENSG00000124313.8
ENSG00000189091.8
ENSG00000065882.10
ENSG00000067606.11
ENSG00000215218.3
ENSG00000241878.5
ENSG00000125144.9
ENSG00000104490.12
ENSG00000100095.14
ENSG00000144566.5
ENSG00000187145.10
ENSG00000100129.11
ENSG00000100364.13
ENSG00000108679.7
ENSG00000130511.8
ENSG00000205336.6
ENSG00000178467.12
ENSG00000025772.7
ENSG00000084623.7
ENSG00000129197.10
ENSG00000139970.12
ENSG00000260124.1
ENSG00000090263.11
ENSG00000197555.5
ENSG00000051596.5
ENSG00000172201.6
ENSG00000124772.7
ENSG00000145198.10
ENSG00000160307.5
ENSG00000125817.7
ENSG00000133878.4
ENSG00000124920.9
ENSG00000099622.9
ENSG00000111674.2
ENSG00000204310.6
ENSG00000121753.8
ENSG00000198853.7
ENSG00000205352.6
ENSG00000163399.11
ENSG00000100994.7
ENSG00000245532.2
ENSG00000140854.8
ENSG00000004534.9
ENSG00000162817.6
ENSG00000133069.10
ENSG00000182870.8
ENSG00000128609.10
ENSG00000148341.13
ENSG00000169783.8
ENSG00000015479.13
ENSG00000197283.7
ENSG00000205763.9
ENSG00000180229.8
ENSG00000099194.4
ENSG00000167515.6
ENSG00000124733.3
ENSG00000183044.7
ENSG00000162517.8
ENSG00000239779.2
ENSG00000160284.10
ENSG00000104805.10
ENSG00000118680.8
ENSG00000205629.7
ENSG00000162975.3
ENSG00000104381.8
ENSG00000126524.4
ENSG00000204052.3
ENSG00000160932.6
ENSG00000136099.9
ENSG00000143569.14
ENSG00000197586.8
ENSG00000164104.7
ENSG00000176720.3
ENSG00000197746.8
ENSG00000143252.9
ENSG00000213722.4
ENSG00000160213.5
ENSG00000110011.9
ENSG00000141959.12
ENSG00000183624.8
ENSG00000005486.11
ENSG00000135709.8
ENSG00000108387.10
ENSG00000197872.7
ENSG00000124126.9
ENSG00000213719.4
ENSG00000237289.4
ENSG00000247596.3
ENSG00000170515.8
ENSG00000147676.9
ENSG00000188674.6
ENSG00000162374.12
ENSG00000077254.10
ENSG00000101220.12
ENSG00000145555.10
ENSG00000122786.14
ENSG00000162878.8
ENSG00000145335.11
ENSG00000134375.6
ENSG00000120251.14
ENSG00000072195.10
ENSG00000039523.12
ENSG00000153291.9
ENSG00000055163.14
ENSG00000128656.9
ENSG00000169032.4
ENSG00000184205.10
ENSG00000154144.8
ENSG00000217930.3
ENSG00000145832.8
ENSG00000166595.7
ENSG00000197562.5
ENSG00000203950.6
ENSG00000160679.8
